age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,y
37,admin,divorced,secondary,false,1533,true,false,cellular,21,nov,555,4,true
31,management,married,tertiary,false,4148,true,false,cellular,21,nov,316,3,true
58,management,married,tertiary,false,96,false,false,cellular,21,nov,850,1,true
39,unemployed,married,secondary,false,2245,false,false,cellular,21,nov,749,2,true
47,technician,married,secondary,false,834,false,true,cellular,21,nov,902,1,true
44,management,married,tertiary,false,4119,true,true,telephone,21,nov,1074,1,true
45,technician,married,tertiary,false,-525,false,true,cellular,21,nov,980,2,true
35,technician,single,tertiary,false,5301,false,false,cellular,21,nov,937,2,true
41,entrepreneur,married,primary,false,39,true,false,cellular,21,nov,549,2,true
33,technician,single,tertiary,false,0,true,false,cellular,21,nov,654,1,true
30,student,single,tertiary,false,2766,false,false,cellular,21,nov,834,1,true
30,student,single,tertiary,false,3300,false,false,cellular,21,nov,1571,1,true
31,management,single,tertiary,false,4718,true,false,cellular,21,nov,536,1,true
30,admin,married,secondary,false,4457,true,false,cellular,21,nov,566,4,true
42,management,married,tertiary,false,36,false,false,cellular,21,nov,664,3,true
49,management,married,tertiary,false,22520,false,false,cellular,21,nov,579,9,true
35,unemployed,married,primary,false,3285,false,false,cellular,21,nov,1555,2,true
59,unemployed,single,primary,false,7724,false,false,cellular,21,nov,373,3,true
31,unknown,married,secondary,false,111,false,false,cellular,21,nov,504,2,true
43,management,married,tertiary,false,2640,false,false,cellular,21,nov,314,4,true
30,technician,single,secondary,false,2734,false,false,cellular,21,nov,459,3,true
46,technician,married,secondary,false,1167,true,false,cellular,21,nov,1540,2,true
38,management,married,tertiary,false,3436,false,false,cellular,21,nov,663,4,true
30,services,married,secondary,false,0,true,false,cellular,21,nov,681,4,true
35,admin,divorced,secondary,false,3636,false,true,cellular,21,nov,808,2,true
43,technician,married,secondary,false,3288,true,false,cellular,21,nov,775,3,true
34,management,single,tertiary,false,2633,true,false,cellular,21,nov,705,6,true
52,blue-collar,married,secondary,false,580,false,false,cellular,21,nov,965,2,true
46,management,married,secondary,false,149,false,false,cellular,21,nov,1222,2,true
46,services,divorced,secondary,false,4329,false,false,cellular,21,nov,534,2,true
37,management,single,tertiary,false,22125,false,true,cellular,21,nov,331,2,true
37,admin,single,secondary,false,1097,true,false,cellular,21,nov,1555,2,true
42,management,married,tertiary,false,1275,true,true,cellular,21,nov,925,5,true
23,unemployed,single,primary,false,1003,false,false,telephone,27,nov,8,1,true
53,management,divorced,secondary,false,1004,false,true,telephone,22,dec,119,1,true
59,services,divorced,secondary,false,1,true,false,cellular,28,jan,602,1,true
42,services,married,secondary,false,774,false,false,cellular,28,jan,997,1,true
55,technician,divorced,secondary,true,4,false,false,cellular,28,jan,1048,1,true
26,unemployed,single,tertiary,false,814,false,false,cellular,28,jan,1387,1,true
49,technician,married,secondary,false,808,true,false,cellular,28,jan,1232,1,true
30,admin,single,secondary,false,1309,false,false,cellular,28,jan,622,1,true
34,unknown,single,secondary,false,859,false,false,cellular,28,jan,829,1,true
31,self-employed,single,tertiary,false,1657,true,true,cellular,28,jan,872,1,true
28,unknown,single,secondary,false,4465,false,false,cellular,28,jan,769,1,true
46,technician,divorced,tertiary,false,0,false,false,cellular,28,jan,1199,2,true
26,unemployed,single,secondary,false,622,false,false,cellular,28,jan,1451,2,true
31,services,single,secondary,false,1709,false,true,telephone,28,jan,944,3,true
51,admin,single,tertiary,false,394,false,false,telephone,28,jan,968,2,true
32,services,single,secondary,false,486,false,false,cellular,29,jan,1181,1,true
47,blue-collar,married,secondary,false,1125,true,false,cellular,29,jan,1101,1,true
53,blue-collar,married,primary,true,-462,false,false,cellular,29,jan,470,1,true
29,unemployed,single,primary,false,550,false,false,cellular,29,jan,801,1,true
32,technician,single,secondary,false,540,false,true,cellular,29,jan,750,1,true
26,blue-collar,single,primary,false,941,false,false,cellular,29,jan,1165,1,true
37,unemployed,single,secondary,false,443,false,false,cellular,29,jan,1600,1,true
40,management,single,tertiary,false,1361,false,false,cellular,29,jan,1473,1,true
32,blue-collar,married,primary,false,634,false,false,cellular,29,jan,696,1,true
48,self-employed,married,tertiary,false,0,false,false,cellular,29,jan,1249,3,true
27,technician,single,tertiary,false,667,false,false,cellular,29,jan,866,2,true
33,services,single,tertiary,false,-452,false,false,cellular,29,jan,692,2,true
49,unemployed,married,primary,false,518,false,false,cellular,29,jan,1917,2,true
27,management,single,primary,true,13,false,false,cellular,30,jan,475,3,true
60,technician,married,tertiary,false,-71,true,true,cellular,30,jan,1451,1,true
41,management,single,secondary,false,3234,true,false,cellular,30,jan,2770,1,true
36,technician,single,secondary,false,98,false,false,cellular,30,jan,771,1,true
28,student,single,secondary,false,69,false,false,cellular,30,jan,532,2,true
29,services,single,unknown,false,196,false,false,cellular,30,jan,726,2,true
42,admin,divorced,secondary,false,936,false,false,cellular,30,jan,931,1,true
33,entrepreneur,single,tertiary,false,300,true,true,cellular,30,jan,922,5,true
31,admin,divorced,secondary,false,217,true,false,cellular,30,jan,1776,2,true
30,blue-collar,single,secondary,false,49,false,false,cellular,30,jan,808,2,true
31,unemployed,single,primary,false,163,false,false,cellular,30,jan,707,2,true
26,services,single,secondary,false,110,false,false,cellular,30,jan,1136,2,true
62,technician,married,secondary,false,973,false,false,cellular,2,feb,326,1,true
40,technician,single,tertiary,false,1646,true,false,cellular,2,feb,215,1,true
45,unemployed,married,secondary,false,2040,false,false,telephone,2,feb,803,1,true
55,technician,married,secondary,true,-308,false,false,cellular,2,feb,781,1,true
62,retired,married,secondary,false,1495,false,false,cellular,2,feb,265,1,true
29,technician,single,tertiary,false,2325,false,false,cellular,2,feb,125,1,true
47,management,single,tertiary,false,86,false,false,cellular,2,feb,1086,1,true
50,unemployed,divorced,unknown,false,1088,false,false,cellular,2,feb,749,1,true
44,unemployed,married,secondary,false,0,true,false,cellular,2,feb,699,1,true
56,unemployed,married,secondary,false,0,false,false,telephone,2,feb,492,1,true
39,student,single,tertiary,false,2103,false,false,cellular,2,feb,588,1,true
59,retired,single,secondary,false,2,false,false,telephone,2,feb,935,1,true
43,management,divorced,secondary,false,51,false,false,cellular,2,feb,430,1,true
36,admin,married,secondary,false,96,false,false,cellular,2,feb,302,1,true
31,unemployed,single,secondary,false,284,true,false,cellular,2,feb,855,1,true
29,admin,single,secondary,false,1027,true,false,cellular,2,feb,177,1,true
40,services,divorced,secondary,false,687,true,false,cellular,2,feb,531,1,true
60,retired,married,tertiary,false,2557,true,false,cellular,2,feb,415,1,true
38,management,married,tertiary,false,1308,true,false,cellular,2,feb,626,1,true
41,services,divorced,secondary,false,840,true,false,cellular,2,feb,938,1,true
58,management,divorced,tertiary,false,5701,false,false,cellular,2,feb,521,1,true
61,management,married,tertiary,false,6016,false,false,cellular,2,feb,670,3,true
48,blue-collar,single,primary,false,8990,false,false,telephone,2,feb,1790,2,true
36,management,married,tertiary,false,630,false,false,cellular,2,feb,285,1,true
31,management,single,tertiary,false,3283,false,false,cellular,2,feb,258,1,true
30,self-employed,single,tertiary,false,432,true,false,cellular,2,feb,402,1,true
26,technician,single,tertiary,false,15161,false,false,cellular,2,feb,280,1,true
43,admin,single,secondary,false,-247,true,true,cellular,2,feb,751,2,true
39,services,married,secondary,false,52,false,false,telephone,2,feb,1420,3,true
48,blue-collar,single,primary,false,623,true,false,cellular,2,feb,1425,2,true
46,blue-collar,married,primary,false,977,false,true,telephone,2,feb,436,3,true
26,student,single,secondary,false,0,false,false,cellular,2,feb,1223,2,true
51,technician,married,secondary,false,100,false,false,cellular,2,feb,467,2,true
28,unemployed,married,primary,false,7459,true,false,cellular,2,feb,981,5,true
37,management,married,tertiary,false,4089,true,false,cellular,2,feb,289,2,true
53,blue-collar,married,secondary,false,6112,false,false,cellular,3,feb,211,1,true
29,technician,single,tertiary,false,1669,false,false,cellular,3,feb,297,1,true
57,admin,married,secondary,false,169,false,false,cellular,3,feb,369,1,true
25,admin,single,secondary,false,483,false,true,cellular,3,feb,189,1,true
68,retired,divorced,primary,false,250,false,false,cellular,3,feb,360,1,true
36,unemployed,single,tertiary,false,1291,false,false,cellular,3,feb,298,1,true
34,management,married,tertiary,false,0,true,false,cellular,3,feb,251,1,true
56,management,married,primary,false,0,false,false,cellular,3,feb,996,1,true
38,technician,divorced,secondary,false,902,true,false,cellular,3,feb,650,1,true
39,blue-collar,married,primary,false,118,false,false,cellular,3,feb,906,1,true
54,technician,divorced,secondary,false,2156,true,false,cellular,3,feb,261,1,true
32,management,single,tertiary,false,2360,false,false,cellular,3,feb,152,2,true
41,blue-collar,married,primary,false,201,true,false,cellular,3,feb,157,1,true
48,technician,single,secondary,false,-92,true,false,cellular,3,feb,1393,1,true
59,retired,divorced,secondary,false,514,false,false,cellular,3,feb,261,1,true
54,management,married,tertiary,false,1303,false,false,cellular,3,feb,1635,1,true
53,blue-collar,married,primary,false,751,true,false,cellular,3,feb,1528,2,true
36,management,married,tertiary,false,254,false,false,cellular,3,feb,303,2,true
39,unemployed,single,secondary,false,-114,true,false,cellular,3,feb,372,1,true
31,management,married,tertiary,false,1331,false,false,cellular,3,feb,182,2,true
38,management,married,tertiary,false,613,false,false,cellular,3,feb,239,1,true
32,management,single,tertiary,false,520,false,false,cellular,3,feb,443,2,true
30,entrepreneur,single,secondary,false,732,false,false,cellular,3,feb,1404,4,true
40,management,married,tertiary,false,1308,false,false,telephone,3,feb,1776,2,true
30,management,single,tertiary,false,1028,false,false,cellular,4,feb,1294,2,true
28,self-employed,married,tertiary,false,0,true,false,cellular,4,feb,546,3,true
52,management,married,tertiary,false,-970,true,false,cellular,4,feb,489,1,true
30,admin,single,tertiary,false,305,false,false,cellular,4,feb,227,2,true
32,technician,single,tertiary,false,1246,true,false,cellular,4,feb,192,2,true
34,management,married,tertiary,false,73,false,false,cellular,4,feb,426,2,true
31,unemployed,single,primary,false,406,false,false,cellular,4,feb,736,1,true
57,admin,married,secondary,false,4391,false,false,telephone,4,feb,1416,1,true
31,self-employed,married,tertiary,false,168,false,false,cellular,4,feb,193,2,true
40,blue-collar,married,unknown,false,1181,true,false,cellular,4,feb,718,2,true
29,management,married,tertiary,false,1441,true,false,cellular,4,feb,80,2,true
75,retired,divorced,primary,false,3881,true,false,cellular,4,feb,136,3,true
27,technician,single,tertiary,false,931,true,false,cellular,4,feb,1078,1,true
32,admin,single,secondary,false,678,true,false,cellular,4,feb,1579,1,true
31,management,married,tertiary,false,141,true,false,cellular,4,feb,572,2,true
41,self-employed,single,tertiary,false,-94,true,false,cellular,4,feb,1164,1,true
22,admin,single,tertiary,false,897,true,false,cellular,4,feb,133,4,true
31,unemployed,single,secondary,false,1214,false,false,cellular,4,feb,974,1,true
69,retired,married,primary,false,324,false,false,cellular,4,feb,136,4,true
30,self-employed,married,tertiary,false,2666,false,false,cellular,4,feb,467,1,true
49,blue-collar,divorced,secondary,false,10613,false,true,cellular,4,feb,1226,1,true
29,management,single,tertiary,false,697,false,false,cellular,4,feb,206,1,true
45,blue-collar,married,secondary,false,7895,true,false,cellular,4,feb,872,1,true
43,blue-collar,married,secondary,false,953,true,false,cellular,4,feb,765,2,true
30,admin,single,tertiary,false,0,true,false,cellular,4,feb,730,2,true
33,unknown,married,secondary,false,335,false,false,cellular,4,feb,891,2,true
28,services,single,primary,false,198,false,false,cellular,4,feb,976,2,true
56,unemployed,single,primary,false,1110,false,false,cellular,4,feb,945,2,true
39,admin,married,secondary,false,130,true,true,cellular,4,feb,1290,2,true
33,blue-collar,married,secondary,false,315,false,false,cellular,4,feb,146,3,true
38,technician,married,tertiary,false,4383,false,false,cellular,4,feb,1381,4,true
30,admin,single,secondary,false,313,true,false,cellular,4,feb,1121,2,true
29,technician,married,secondary,false,273,false,false,cellular,4,feb,2775,2,true
69,management,married,tertiary,false,840,false,false,telephone,5,feb,128,3,true
44,management,married,tertiary,false,309,true,false,cellular,5,feb,676,1,true
37,management,married,tertiary,false,57,false,false,cellular,5,feb,345,1,true
35,management,single,tertiary,false,2707,false,false,cellular,5,feb,699,1,true
31,technician,single,tertiary,false,1109,false,false,cellular,5,feb,642,1,true
27,management,single,tertiary,false,2648,false,false,cellular,5,feb,917,1,true
26,entrepreneur,single,secondary,false,101,true,false,cellular,5,feb,810,1,true
26,entrepreneur,single,tertiary,false,725,false,false,cellular,5,feb,1916,2,true
34,unemployed,married,primary,false,309,false,false,cellular,5,feb,578,1,true
34,admin,married,secondary,false,155,false,false,cellular,5,feb,696,2,true
37,housemaid,married,secondary,false,7433,false,true,cellular,5,feb,630,3,true
42,technician,single,secondary,false,541,true,false,cellular,5,feb,656,1,true
54,services,married,unknown,false,0,true,false,cellular,5,feb,686,2,true
53,management,married,tertiary,false,1624,false,false,cellular,5,feb,158,3,true
54,technician,married,secondary,false,0,false,false,telephone,5,feb,744,3,true
34,technician,single,tertiary,false,992,true,false,cellular,5,feb,71,2,true
48,entrepreneur,single,tertiary,false,318,true,false,cellular,5,feb,1017,4,true
40,unemployed,married,primary,false,1908,true,false,cellular,5,feb,1661,2,true
57,unemployed,married,secondary,false,3754,false,false,cellular,5,feb,1063,2,true
60,management,married,tertiary,false,2281,false,false,cellular,5,feb,230,2,true
25,student,single,secondary,false,2354,false,false,cellular,5,feb,226,7,true
28,technician,single,tertiary,false,676,false,false,cellular,5,feb,1138,2,true
34,entrepreneur,married,tertiary,false,1076,true,false,cellular,5,feb,136,10,true
34,management,single,tertiary,false,1228,false,false,cellular,5,feb,263,8,true
58,management,married,tertiary,false,3342,false,false,cellular,5,feb,344,5,true
44,unemployed,divorced,tertiary,false,0,false,false,cellular,5,feb,1960,3,true
32,management,single,tertiary,false,0,false,false,cellular,5,feb,550,4,true
38,admin,divorced,secondary,false,19,true,false,cellular,5,feb,1130,3,true
64,retired,married,primary,false,440,false,false,cellular,6,feb,495,1,true
31,services,single,secondary,false,13,false,true,cellular,6,feb,1019,2,true
31,management,single,tertiary,false,12857,true,false,cellular,6,feb,158,1,true
66,technician,married,secondary,false,0,false,false,cellular,6,feb,751,1,true
37,technician,single,tertiary,false,6101,false,false,cellular,6,feb,141,1,true
33,management,married,tertiary,false,158,false,false,cellular,6,feb,192,2,true
50,management,married,tertiary,false,346,false,false,cellular,6,feb,178,1,true
60,admin,divorced,secondary,false,-41,true,true,cellular,6,feb,1658,1,true
33,blue-collar,single,secondary,false,697,false,false,cellular,6,feb,860,2,true
56,management,married,tertiary,false,616,false,false,cellular,6,feb,156,1,true
26,services,single,tertiary,false,1140,true,false,cellular,6,feb,984,2,true
53,admin,married,secondary,false,849,true,false,cellular,6,feb,3102,3,true
59,retired,divorced,tertiary,false,3444,false,false,cellular,6,feb,241,2,true
32,blue-collar,married,secondary,false,1879,false,false,cellular,6,feb,591,8,true
22,student,single,secondary,false,0,false,false,cellular,6,feb,229,6,true
34,management,married,tertiary,false,0,false,false,cellular,6,feb,787,3,true
28,self-employed,single,secondary,false,5679,true,false,cellular,9,feb,701,4,true
39,services,married,tertiary,false,1493,false,false,cellular,9,feb,912,3,true
28,technician,single,secondary,false,313,false,false,cellular,9,feb,1183,2,true
31,self-employed,single,tertiary,false,1815,false,false,telephone,9,feb,1541,1,true
33,blue-collar,single,tertiary,false,700,false,false,cellular,9,feb,126,1,true
66,retired,married,primary,false,206,false,false,cellular,9,feb,479,1,true
26,admin,single,secondary,false,255,false,false,cellular,9,feb,190,1,true
30,admin,single,secondary,false,270,false,false,cellular,9,feb,123,1,true
28,technician,single,tertiary,false,4987,false,false,cellular,9,feb,253,21,true
29,technician,single,tertiary,false,673,true,false,cellular,9,feb,835,3,true
49,services,married,secondary,false,320,false,false,telephone,9,feb,1971,4,true
34,admin,married,secondary,false,0,true,false,cellular,10,feb,97,1,true
47,blue-collar,married,secondary,false,292,false,false,cellular,10,feb,277,1,true
42,technician,married,tertiary,false,757,false,false,cellular,10,feb,154,1,true
51,technician,married,tertiary,false,1347,true,true,cellular,10,feb,160,1,true
43,management,married,tertiary,false,40,false,false,cellular,10,feb,147,1,true
61,retired,married,tertiary,false,1257,false,false,cellular,10,feb,503,1,true
35,technician,single,secondary,false,1693,true,false,cellular,10,feb,515,1,true
40,blue-collar,married,secondary,false,5060,false,false,cellular,10,feb,154,2,true
27,admin,married,tertiary,false,73,false,false,cellular,10,feb,159,1,true
31,management,divorced,tertiary,false,373,false,false,cellular,10,feb,132,6,true
32,student,single,tertiary,false,1138,false,false,telephone,10,feb,402,3,true
30,unemployed,single,tertiary,false,302,false,false,cellular,11,feb,528,3,true
31,management,married,tertiary,false,3,true,true,cellular,11,feb,331,1,true
33,management,married,secondary,false,369,false,false,cellular,11,feb,446,1,true
69,retired,married,primary,false,2346,false,false,cellular,11,feb,354,2,true
40,technician,divorced,tertiary,false,4736,true,false,cellular,11,feb,285,2,true
30,services,single,secondary,false,1599,false,false,cellular,11,feb,152,2,true
41,technician,married,secondary,false,1066,false,false,cellular,11,feb,109,3,true
31,management,married,tertiary,false,2603,true,false,cellular,11,feb,280,4,true
22,student,single,secondary,false,381,false,false,cellular,12,feb,227,1,true
22,admin,single,secondary,false,33,false,false,cellular,12,feb,369,1,true
37,admin,married,secondary,false,1314,true,false,cellular,12,feb,118,4,true
33,management,married,tertiary,false,1778,false,false,cellular,12,feb,388,1,true
48,management,single,tertiary,false,5689,false,false,cellular,12,feb,262,1,true
85,retired,married,primary,false,12114,false,false,telephone,12,feb,165,2,true
72,retired,married,tertiary,false,0,false,false,cellular,13,feb,99,1,true
46,admin,divorced,secondary,false,2232,false,false,cellular,13,feb,121,1,true
26,technician,single,tertiary,false,11862,false,false,cellular,13,feb,119,1,true
37,technician,married,tertiary,false,127,true,false,cellular,13,feb,71,1,true
53,management,divorced,tertiary,false,2152,false,false,cellular,13,feb,75,3,true
33,management,single,tertiary,false,3552,false,false,cellular,13,feb,158,2,true
90,retired,divorced,secondary,false,1,false,false,cellular,13,feb,152,3,true
54,admin,divorced,secondary,false,1872,false,false,cellular,13,feb,439,5,true
67,retired,married,tertiary,false,1341,false,false,cellular,13,feb,706,1,true
27,student,single,tertiary,false,3733,true,false,telephone,13,feb,299,6,true
42,management,divorced,unknown,false,7702,false,false,cellular,16,feb,138,2,true
71,retired,married,primary,false,4657,false,false,cellular,16,feb,93,5,true
35,student,single,secondary,false,188,true,false,cellular,16,feb,75,3,true
44,admin,divorced,secondary,false,397,true,true,cellular,16,feb,127,1,true
47,entrepreneur,married,tertiary,false,0,false,false,cellular,16,feb,261,2,true
44,admin,married,tertiary,false,348,true,true,cellular,16,feb,170,2,true
37,technician,single,secondary,false,2442,false,false,cellular,16,feb,91,3,true
37,services,married,secondary,false,1543,true,false,cellular,16,feb,138,2,true
28,self-employed,single,tertiary,false,805,false,false,cellular,16,feb,331,1,true
21,blue-collar,single,secondary,false,2265,false,false,cellular,17,feb,92,2,true
25,management,single,tertiary,false,2506,false,false,cellular,17,feb,485,1,true
63,retired,married,secondary,false,1612,false,false,telephone,17,feb,233,2,true
32,management,single,tertiary,false,312,false,false,cellular,17,feb,232,2,true
51,technician,married,secondary,false,196,true,true,cellular,17,feb,88,1,true
73,retired,married,tertiary,false,459,false,false,cellular,17,feb,281,1,true
26,student,single,secondary,false,620,false,false,cellular,17,feb,104,1,true
74,retired,married,secondary,false,1714,false,false,telephone,17,feb,127,1,true
62,management,divorced,tertiary,false,5943,false,false,telephone,17,feb,196,4,true
65,retired,married,tertiary,false,2416,false,false,cellular,17,feb,221,2,true
47,technician,married,secondary,false,335,false,false,cellular,17,feb,226,1,true
62,retired,married,unknown,false,800,false,false,cellular,17,feb,737,1,true
38,admin,married,secondary,false,755,true,false,cellular,17,feb,120,1,true
71,retired,married,secondary,false,2850,false,false,cellular,17,feb,185,1,true
29,services,married,secondary,false,1135,true,false,cellular,17,feb,323,1,true
61,retired,married,primary,false,197,false,false,cellular,17,feb,113,1,true
64,retired,divorced,primary,false,315,false,false,cellular,17,feb,154,1,true
57,retired,divorced,primary,false,720,false,false,telephone,17,feb,202,4,true
75,retired,married,primary,false,358,false,false,cellular,17,feb,364,11,true
37,management,married,tertiary,false,5355,false,false,telephone,17,feb,466,4,true
68,retired,married,secondary,false,445,false,false,cellular,18,feb,475,1,true
29,management,single,tertiary,false,5359,false,false,cellular,18,feb,147,1,true
51,entrepreneur,married,primary,false,1443,false,false,cellular,18,feb,172,10,true
41,technician,divorced,secondary,false,4047,true,false,cellular,18,feb,343,1,true
24,student,single,secondary,false,23878,false,false,cellular,18,feb,185,1,true
24,blue-collar,single,secondary,false,167,false,true,cellular,18,feb,134,2,true
39,management,single,tertiary,false,0,true,false,cellular,18,feb,224,3,true
59,unemployed,married,secondary,false,1047,false,false,cellular,18,feb,83,3,true
85,retired,divorced,primary,false,7613,false,false,cellular,18,feb,355,3,true
31,management,married,tertiary,false,131,false,false,cellular,18,feb,332,2,true
32,technician,single,tertiary,false,2340,false,false,cellular,18,feb,89,2,true
29,management,single,tertiary,false,15459,false,false,cellular,18,feb,264,7,true
51,technician,married,secondary,false,117,false,false,cellular,18,feb,442,2,true
39,technician,married,secondary,false,2266,false,false,cellular,18,feb,208,4,true
28,student,single,secondary,false,0,false,false,cellular,18,feb,209,20,true
39,technician,married,secondary,false,4101,true,false,cellular,18,feb,146,2,true
44,management,married,primary,false,558,false,false,cellular,19,feb,268,5,true
26,admin,single,secondary,false,2509,false,false,cellular,19,feb,654,3,true
28,management,single,tertiary,false,1287,true,false,cellular,26,feb,65,1,true
48,management,married,tertiary,false,1808,true,false,cellular,26,feb,245,1,true
37,technician,single,secondary,false,1130,false,false,cellular,26,feb,152,1,true
71,retired,married,tertiary,false,653,false,false,telephone,26,feb,367,1,true
62,housemaid,married,unknown,false,2021,false,false,telephone,26,feb,361,1,true
28,management,single,tertiary,false,3611,false,false,cellular,26,feb,141,2,true
26,admin,single,tertiary,false,313,false,true,cellular,26,feb,210,2,true
43,unemployed,single,tertiary,false,983,true,false,cellular,26,feb,97,1,true
27,unknown,single,secondary,false,1187,false,false,telephone,26,feb,232,1,true
30,management,single,tertiary,false,5561,true,false,cellular,27,feb,195,1,true
50,management,married,unknown,false,8345,false,false,cellular,27,feb,194,1,true
25,technician,single,secondary,false,1231,true,false,cellular,27,feb,412,5,true
25,admin,single,tertiary,false,3730,true,false,cellular,27,feb,353,1,true
30,management,single,tertiary,false,617,false,false,cellular,27,feb,192,2,true
73,retired,married,tertiary,false,1641,true,false,cellular,27,feb,49,2,true
31,management,single,tertiary,false,924,false,false,cellular,27,feb,172,1,true
28,technician,single,tertiary,false,2489,true,false,telephone,27,feb,342,2,true
66,retired,married,secondary,false,995,false,false,cellular,27,feb,131,2,true
41,management,married,secondary,false,280,true,false,cellular,27,feb,87,2,true
46,technician,married,secondary,false,3434,false,true,cellular,27,feb,115,1,true
42,unemployed,married,tertiary,false,576,false,false,cellular,27,feb,156,1,true
28,technician,single,secondary,false,1363,false,false,cellular,27,feb,79,1,true
33,technician,single,tertiary,false,1636,true,false,cellular,27,feb,165,1,true
38,technician,married,secondary,false,5115,true,false,cellular,27,feb,99,1,true
39,blue-collar,single,primary,false,581,true,false,cellular,27,feb,233,1,true
33,admin,single,secondary,false,607,false,false,cellular,27,feb,110,2,true
42,services,married,secondary,false,1376,true,false,cellular,2,mar,712,4,true
35,services,married,secondary,false,52,true,false,cellular,2,mar,378,4,true
55,technician,married,secondary,false,0,true,true,cellular,2,mar,116,1,true
43,blue-collar,married,primary,false,3917,false,false,cellular,2,mar,154,1,true
37,technician,married,tertiary,false,549,false,false,cellular,2,mar,239,1,true
29,management,single,tertiary,false,92,false,false,cellular,2,mar,175,5,true
49,management,married,tertiary,false,2881,false,false,cellular,2,mar,120,3,true
61,retired,married,tertiary,false,32685,false,false,cellular,2,mar,1447,2,true
44,technician,single,secondary,false,250,false,false,telephone,2,mar,382,2,true
54,admin,married,secondary,false,602,false,false,cellular,3,mar,143,2,true
28,management,single,tertiary,false,730,true,false,cellular,3,mar,631,1,true
30,admin,single,secondary,false,523,false,true,cellular,3,mar,83,1,true
47,technician,married,secondary,false,293,false,false,cellular,3,mar,499,1,true
34,blue-collar,single,secondary,false,215,false,false,cellular,3,mar,350,3,true
37,unknown,single,tertiary,false,0,false,false,cellular,3,mar,426,1,true
25,self-employed,single,tertiary,false,42,true,false,cellular,3,mar,320,1,true
29,technician,single,secondary,false,316,true,false,cellular,3,mar,156,1,true
62,management,married,secondary,false,4562,true,false,cellular,3,mar,168,1,true
58,management,divorced,secondary,false,10180,false,false,cellular,3,mar,180,2,true
46,management,married,tertiary,false,0,false,false,cellular,3,mar,305,13,true
56,retired,married,tertiary,false,281,false,false,cellular,3,mar,96,2,true
49,technician,married,tertiary,false,523,true,false,cellular,3,mar,152,2,true
33,management,married,tertiary,false,250,false,false,cellular,4,mar,377,6,true
24,management,single,tertiary,false,1030,false,false,cellular,4,mar,396,2,true
27,student,single,tertiary,false,0,false,false,cellular,5,mar,82,3,true
60,retired,married,secondary,false,404,false,false,cellular,5,mar,308,2,true
32,management,single,tertiary,false,506,false,false,cellular,5,mar,63,2,true
83,retired,divorced,primary,false,1097,false,false,telephone,5,mar,181,1,true
53,management,married,secondary,false,2693,false,false,cellular,5,mar,90,1,true
45,admin,divorced,secondary,false,2353,true,false,cellular,5,mar,182,1,true
35,self-employed,married,tertiary,false,3698,true,false,cellular,5,mar,106,1,true
28,technician,single,secondary,false,5763,false,true,cellular,5,mar,196,2,true
31,management,divorced,tertiary,false,883,true,false,cellular,5,mar,112,2,true
30,student,single,tertiary,false,2539,false,false,telephone,5,mar,199,5,true
29,technician,married,secondary,false,2326,false,false,cellular,6,mar,195,1,true
36,management,single,tertiary,false,811,false,false,cellular,6,mar,229,1,true
57,management,married,tertiary,false,256,false,false,cellular,6,mar,227,1,true
21,blue-collar,single,secondary,false,682,false,false,cellular,6,mar,266,1,true
44,management,single,tertiary,false,483,false,false,cellular,6,mar,207,2,true
23,management,single,tertiary,false,1506,false,false,cellular,9,mar,131,4,true
34,management,single,tertiary,false,575,false,false,cellular,9,mar,116,1,true
79,retired,married,secondary,false,8304,false,false,telephone,9,mar,303,9,true
32,self-employed,married,secondary,false,409,false,false,cellular,9,mar,217,2,true
37,unemployed,single,tertiary,false,1316,true,false,cellular,10,mar,350,2,true
35,management,single,tertiary,false,671,true,false,cellular,10,mar,112,1,true
47,management,married,tertiary,false,2351,false,false,cellular,10,mar,80,1,true
61,management,married,tertiary,false,997,false,false,cellular,10,mar,106,1,true
30,management,single,tertiary,false,4808,false,false,cellular,10,mar,272,1,true
70,retired,married,secondary,false,6422,false,false,cellular,10,mar,122,1,true
28,technician,single,tertiary,false,3623,false,false,cellular,10,mar,261,1,true
52,management,married,tertiary,false,31,false,false,cellular,10,mar,135,1,true
28,management,single,secondary,false,171,false,false,cellular,10,mar,93,1,true
43,technician,married,secondary,false,1358,false,false,cellular,10,mar,159,3,true
57,management,married,tertiary,false,2681,false,false,cellular,11,mar,266,2,true
24,admin,single,tertiary,false,-61,false,false,cellular,11,mar,95,4,true
25,management,married,tertiary,false,4461,false,false,cellular,11,mar,796,5,true
32,management,married,tertiary,false,8929,false,false,cellular,11,mar,126,1,true
65,housemaid,married,primary,false,715,false,false,cellular,11,mar,323,1,true
34,admin,divorced,secondary,false,1085,false,false,cellular,11,mar,101,7,true
44,management,married,tertiary,false,1058,false,false,cellular,11,mar,188,3,true
50,housemaid,married,secondary,false,388,false,false,cellular,11,mar,203,2,true
32,entrepreneur,single,tertiary,false,-34,true,false,cellular,11,mar,101,1,true
44,management,married,tertiary,false,423,false,false,cellular,12,mar,2330,5,true
33,technician,single,tertiary,false,258,false,false,cellular,12,mar,80,4,true
49,technician,divorced,tertiary,false,1807,true,false,cellular,12,mar,229,1,true
53,services,divorced,secondary,false,0,false,false,cellular,12,mar,80,2,true
